"CD_MUN";"NM_MUN";"V06001";"V06002";"V06003";"V06004";"V06005";"V06006"
"1700251";"Abreulândia";"925";"2575";"2,05";"2005,18";"7804736,42";"1212"
"1700301";"Aguiarnópolis";"1436";"4481";"2,25";"1937,00";"9469618,71";"1212"
"1700350";"Aliança do Tocantins";"1849";"5134";"2,10";"1855,90";"9741083,24";"1212"
"1700400";"Almas";"2078";"6456";"2,98";"1654,93";"3085006,12";"1212"
"1700707";"Alvorada";"3119";"8765";"1,91";"2508,18";"16199009,68";"1250"
"1701002";"Ananás";"3182";"10151";"2,69";"1789,28";"5060691,95";"1212"
"1701051";"Angico";"894";"2872";"2,37";"1713,33";"2499582,02";"1212"
"1701101";"Aparecida do Rio Negro";"1659";"4826";"2,29";"1956,09";"8410922,14";"1212"
"1701309";"Aragominas";"1834";"5283";"2,53";"1615,09";"3038502,42";"1212"
"1701903";"Araguacema";"2061";"5914";"2,27";"1977,86";"29984029,28";"1212"
"1702000";"Araguaçu";"3046";"8038";"1,69";"2266,67";"9256424,04";"1300"
"1702109";"Araguaína";"57622";"170741";"2,12";"2746,01";"16209804,92";"1500"
"1702158";"Araguanã";"1465";"4292";"2,39";"1468,67";"2198506,96";"1212"
"1702208";"Araguatins";"10210";"31834";"2,52";"1891,82";"19572261,27";"1212"
"1702307";"Arapoema";"1962";"5542";"2,10";"2020,82";"12381791,85";"1212"
"1702406";"Arraias";"3727";"10194";"2,45";"2224,80";"293481106,23";"1212"
"1702554";"Augustinópolis";"5667";"17405";"2,23";"1919,11";"19780534,63";"1212"
"1702703";"Aurora do Tocantins";"1273";"3340";"1,74";"1689,93";"4205908,39";"1212"
"1702901";"Axixá do Tocantins";"2915";"10259";"3,47";"1593,39";"4839143,86";"1212"
"1703008";"Babaçulândia";"2682";"7875";"2,56";"1555,40";"3354749,45";"1212"
"1703057";"Bandeirantes do Tocantins";"1161";"3397";"2,16";"2007,76";"5264820,33";"1275"
"1703073";"Barra do Ouro";"1363";"4475";"3,05";"3801,91";"7021210077,64";"1212"
"1703107";"Barrolândia";"1751";"4792";"2,12";"1809,59";"8621502,40";"1212"
"1703206";"Bernardo Sayão";"1516";"4205";"1,96";"2041,66";"8702352,61";"1212"
"1703305";"Bom Jesus do Tocantins";"1337";"4037";"2,41";"1867,92";"8547333,87";"1212"
"1703602";"Brasilândia do Tocantins";"689";"1974";"2,03";"1763,49";"4448844,44";"1212"
"1703701";"Brejinho de Nazaré";"1709";"4723";"2,12";"1707,20";"6595557,76";"1212"
"1703800";"Buriti do Tocantins";"2851";"10303";"3,75";"1390,71";"3212458,41";"1212"
"1703826";"Cachoeirinha";"638";"1961";"2,38";"1486,72";"1659387,04";"1212"
"1703842";"Campos Lindos";"2419";"8623";"3,71";"1997,01";"8864595,21";"1225"
"1703867";"Cariri do Tocantins";"1280";"3628";"2,08";"2081,82";"4878288,11";"1212"
"1703883";"Carmolândia";"747";"2198";"2,13";"1746,50";"2796980,74";"1212"
"1703891";"Carrasco Bonito";"1012";"3318";"2,28";"1269,19";"890865,82";"1212"
"1703909";"Caseara";"1629";"4818";"2,69";"1847,00";"12519101,48";"1212"
"1704105";"Centenário";"772";"2131";"2,06";"1577,30";"2245608,62";"1212"
"1704600";"Chapada de Areia";"563";"1499";"2,15";"1584,80";"1451558,46";"1212"
"1705102";"Chapada da Natividade";"1028";"3117";"2,72";"1641,54";"8903310,22";"1212"
"1705508";"Colinas do Tocantins";"11816";"34091";"2,05";"2381,67";"13442725,75";"1240"
"1705557";"Combinado";"1741";"4732";"1,89";"1917,87";"6165709,49";"1212"
"1705607";"Conceição do Tocantins";"1295";"3874";"2,74";"1795,36";"4562719,46";"1212"
"1706001";"Couto Magalhães";"1845";"5327";"2,32";"1695,99";"4028081,51";"1212"
"1706100";"Cristalândia";"2346";"6330";"2,11";"2087,34";"7183909,59";"1212"
"1706258";"Crixás do Tocantins";"508";"1462";"2,28";"1824,08";"2289505,15";"1212"
"1706506";"Darcinópolis";"1990";"5807";"2,38";"1558,22";"6155811,28";"1212"
"1707009";"Dianópolis";"5816";"17676";"2,43";"2228,72";"9748378,66";"1212"
"1707108";"Divinópolis do Tocantins";"2533";"7011";"2,08";"2041,79";"10497646,11";"1212"
"1707207";"Dois Irmãos do Tocantins";"2290";"6327";"1,84";"1947,85";"6276017,97";"1212"
"1707306";"Dueré";"1626";"4241";"2,15";"2081,80";"11529285,60";"1373.5"
"1707405";"Esperantina";"2317";"7525";"2,82";"1342,43";"1688557,14";"1200"
"1707553";"Fátima";"1194";"3452";"2,40";"1980,51";"7374326,28";"1212"
"1707652";"Figueirópolis";"1948";"5205";"1,81";"2062,13";"5691294,37";"1212"
"1707702";"Filadélfia";"2556";"7707";"2,79";"1558,64";"3860432,61";"1212"
"1708205";"Formoso do Araguaia";"6434";"18693";"2,53";"2065,41";"6640300,53";"1212"
"1708254";"Tabocão";"1145";"3451";"2,13";"1918,82";"4501312,07";"1212"
"1708304";"Goianorte";"1691";"4738";"1,63";"1746,10";"5043196,88";"1212"
"1709005";"Goiatins";"3691";"12388";"4,08";"1583,83";"4125253,10";"1212"
"1709302";"Guaraí";"8831";"24646";"1,92";"2665,24";"17463108,24";"1300"
"1709500";"Gurupi";"30584";"85008";"1,91";"3036,26";"85548571,55";"1800"
"1709807";"Ipueiras";"563";"1586";"2,49";"1755,94";"3230113,02";"1212"
"1710508";"Itacajá";"2150";"6767";"3,43";"1867,95";"6788452,18";"1212"
"1710706";"Itaguatins";"1742";"5167";"2,35";"1647,90";"5773753,80";"1212"
"1710904";"Itapiratins";"1274";"3575";"2,17";"1813,29";"15272499,47";"1212"
"1711100";"Itaporã do Tocantins";"822";"2366";"1,93";"1959,58";"5906155,50";"1212"
"1711506";"Jaú do Tocantins";"1237";"3332";"1,80";"1997,95";"14272466,43";"1212"
"1711803";"Juarina";"737";"2243";"2,75";"1422,08";"1870930,05";"1212"
"1711902";"Lagoa da Confusão";"4797";"15230";"3,52";"2263,59";"18529808,62";"1500"
"1711951";"Lagoa do Tocantins";"1068";"3516";"3,43";"1526,29";"3264628,83";"1212"
"1712009";"Lajeado";"1164";"3334";"2,36";"2603,36";"10924681,40";"1500"
"1712157";"Lavandeira";"586";"1626";"1,96";"1696,31";"3388231,72";"1212"
"1712405";"Lizarda";"984";"2986";"3,09";"1653,15";"6814860,96";"1212"
"1712454";"Luzinópolis";"870";"2699";"2,40";"1611,10";"16637616,80";"1200"
"1712504";"Marianópolis do Tocantins";"1594";"4533";"2,26";"1809,21";"4060438,13";"1212"
"1712702";"Mateiros";"805";"2700";"4,08";"1886,01";"5490118,18";"1212"
"1712801";"Maurilândia do Tocantins";"988";"3045";"3,05";"1479,71";"2812612,74";"1200"
"1713205";"Miracema do Tocantins";"6365";"18439";"2,23";"2309,03";"12360425,95";"1212"
"1713304";"Miranorte";"4394";"12654";"2,01";"1953,55";"6905801,68";"1212"
"1713601";"Monte do Carmo";"1929";"5686";"2,75";"1873,67";"10941388,57";"1212"
"1713700";"Monte Santo do Tocantins";"882";"2395";"2,22";"1646,50";"2123747,31";"1212"
"1713809";"Palmeiras do Tocantins";"1553";"4869";"2,48";"1346,60";"1627132,36";"1212"
"1713957";"Muricilândia";"1178";"3353";"2,57";"1749,62";"3880384,66";"1212"
"1714203";"Natividade";"3058";"8726";"2,62";"1936,25";"8162448,80";"1212"
"1714302";"Nazaré";"1531";"4515";"2,28";"1543,15";"3516062,98";"1200"
"1714880";"Nova Olinda";"3517";"10352";"2,28";"1655,76";"2590786,70";"1212"
"1715002";"Nova Rosalândia";"1167";"3353";"2,19";"1971,19";"12603488,98";"1212"
"1715101";"Novo Acordo";"1325";"3939";"2,65";"1829,59";"10102461,57";"1212"
"1715150";"Novo Alegre";"718";"1843";"1,84";"2005,13";"8960281,73";"1212"
"1715259";"Novo Jardim";"704";"2210";"2,66";"1798,45";"2786173,62";"1238"
"1715507";"Oliveira de Fátima";"398";"1164";"2,25";"2079,58";"8965090,61";"1230"
"1715705";"Palmeirante";"1663";"4786";"2,57";"1545,68";"2747347,47";"1212"
"1715754";"Palmeirópolis";"2524";"6926";"1,84";"2129,05";"6460059,26";"1212"
"1716109";"Paraíso do Tocantins";"18285";"52120";"2,04";"2680,18";"14652517,72";"1600"
"1716208";"Paranã";"3666";"10510";"2,71";"1538,61";"4075153,53";"1212"
"1716307";"Pau D'Arco";"1372";"4040";"2,35";"1724,03";"3091001,48";"1212"
"1716505";"Pedro Afonso";"4731";"13927";"2,22";"2464,52";"10354442,14";"1332"
"1716604";"Peixe";"3418";"9286";"2,14";"1961,91";"8404835,34";"1212"
"1716653";"Pequizeiro";"1706";"4921";"2,01";"1845,31";"5033314,84";"1212"
"1716703";"Colméia";"3209";"8892";"1,85";"2049,91";"7564934,34";"1212"
"1717008";"Pindorama do Tocantins";"1488";"4466";"2,54";"1512,50";"2801685,55";"1212"
"1717206";"Piraquê";"793";"2281";"2,01";"1627,96";"2222443,90";"1212"
"1717503";"Pium";"2364";"7083";"3,45";"2005,57";"7011699,42";"1212"
"1717800";"Ponte Alta do Bom Jesus";"1580";"4212";"2,18";"1498,85";"5884619,41";"1212"
"1717909";"Ponte Alta do Tocantins";"2494";"7525";"2,91";"1658,19";"4751416,23";"1212"
"1718006";"Porto Alegre do Tocantins";"922";"2865";"2,81";"1680,58";"2833796,77";"1212"
"1718204";"Porto Nacional";"21346";"64166";"2,27";"2597,90";"12516449,30";"1500"
"1718303";"Praia Norte";"2454";"9031";"3,29";"1415,48";"1999718,86";"1212"
"1718402";"Presidente Kennedy";"1066";"3045";"2,07";"1758,29";"2226068,05";"1212"
"1718451";"Pugmil";"785";"2187";"2,09";"1740,53";"5278908,66";"1212"
"1718501";"Recursolândia";"1043";"3419";"3,34";"1346,53";"3317341,74";"1212"
"1718550";"Riachinho";"1259";"3953";"2,34";"1429,27";"1839858,44";"1212"
"1718659";"Rio da Conceição";"566";"1747";"2,62";"1664,86";"2502393,35";"1212"
"1718709";"Rio dos Bois";"961";"2738";"2,36";"1613,87";"2337003,88";"1212"
"1718758";"Rio Sono";"1661";"4834";"2,29";"1843,60";"14615715,34";"1212"
"1718808";"Sampaio";"1254";"4205";"2,94";"1402,80";"2743939,24";"1212"
"1718840";"Sandolândia";"1303";"3679";"2,15";"1954,21";"10990092,01";"1212"
"1718865";"Santa Fé do Araguaia";"2361";"7145";"2,70";"1851,24";"5075046,22";"1212"
"1718881";"Santa Maria do Tocantins";"922";"2657";"2,19";"1743,26";"3015945,95";"1212"
"1718899";"Santa Rita do Tocantins";"780";"2210";"2,53";"2297,53";"17651141,11";"1436"
"1718907";"Santa Rosa do Tocantins";"1566";"4653";"2,79";"1640,38";"2887055,62";"1212"
"1719004";"Santa Tereza do Tocantins";"853";"2781";"2,96";"1880,21";"8793400,78";"1212"
"1720002";"Santa Terezinha do Tocantins";"791";"2406";"2,34";"1575,62";"6069219,32";"1212"
"1720101";"São Bento do Tocantins";"1703";"5624";"2,79";"1512,69";"4443161,27";"1212"
"1720150";"São Félix do Tocantins";"547";"1766";"3,24";"2167,55";"10834569,89";"1212"
"1720200";"São Miguel do Tocantins";"4058";"13233";"2,95";"2177,17";"1485291172,05";"1212"
"1720259";"São Salvador do Tocantins";"855";"2370";"2,21";"1597,74";"7821416,89";"1212"
"1720309";"São Sebastião do Tocantins";"1235";"4100";"2,86";"1707,95";"10821764,29";"1212"
"1720499";"São Valério";"1695";"4413";"2,03";"1849,46";"14083036,63";"1212"
"1720655";"Silvanópolis";"1728";"5108";"2,59";"1904,16";"6124411,91";"1212"
"1720804";"Sítio Novo do Tocantins";"3260";"10814";"3,16";"1518,88";"2973013,35";"1212"
"1720853";"Sucupira";"591";"1577";"1,92";"1840,79";"6727123,61";"1212"
"1720903";"Taguatinga";"5011";"13957";"2,21";"1649,94";"5208679,95";"1212"
"1720937";"Taipas do Tocantins";"680";"2019";"2,47";"1814,16";"5805872,47";"1212"
"1720978";"Talismã";"916";"2436";"1,76";"2048,04";"4521364,94";"1250"
"1721000";"Palmas";"105951";"301375";"2,12";"4165,72";"156720899,24";"2060"
"1721109";"Tocantínia";"1909";"6978";"4,65";"1867,25";"7636617,26";"1212"
"1721208";"Tocantinópolis";"7356";"22344";"2,58";"1958,98";"9431103,83";"1212"
"1721257";"Tupirama";"658";"1909";"2,20";"2165,78";"4533063,54";"1500"
"1721307";"Tupiratins";"678";"1865";"1,84";"1653,77";"6467361,72";"1212"
"1722081";"Wanderlândia";"3537";"10506";"2,45";"1579,80";"4162698,19";"1212"
"1722107";"Xambioá";"3510";"10503";"2,17";"1947,23";"9189064,48";"1220"
"2100055";"Açailândia";"34374";"106151";"2,12";"1947,50";"5903243,91";"1212"
"2100105";"Afonso Cunha";"1699";"6132";"3,45";"2108,75";"432660070,74";"1200"
"2100154";"Água Doce do Maranhão";"3543";"12137";"3,06";"1115,70";"1494444,24";"1200"
"2100204";"Alcântara";"6271";"18424";"2,37";"1169,58";"1775748,79";"1200"
"2100303";"Aldeias Altas";"6664";"23283";"3,45";"1112,05";"1197057,35";"1200"
"2100402";"Altamira do Maranhão";"1950";"6446";"2,61";"1361,99";"2430855,21";"1200"
"2100436";"Alto Alegre do Maranhão";"7540";"24019";"2,63";"1197,25";"3489937,05";"1100"
"2100477";"Alto Alegre do Pindaré";"7425";"25611";"2,95";"1300,00";"1976063,87";"1200"
"2100501";"Alto Parnaíba";"3403";"11042";"3,55";"1662,50";"9970342,95";"1212"
"2100550";"Amapá do Maranhão";"2025";"7170";"3,17";"1141,56";"1025013,55";"1200"
"2100600";"Amarante do Maranhão";"10775";"36656";"3,10";"1376,69";"5324125,33";"1200"
"2100709";"Anajatuba";"8159";"25312";"2,46";"1129,98";"1429093,43";"1070"
"2100808";"Anapurus";"3988";"13732";"2,75";"1248,48";"3373697,25";"1100"
"2100832";"Apicum-Açu";"5044";"17487";"3,49";"1105,81";"1350587,53";"900"
"2100873";"Araguanã";"3207";"11166";"3,19";"1165,74";"1265248,21";"1200"
"2100907";"Araioses";"11973";"39024";"2,87";"1069,01";"1770012,70";"900"
"2100956";"Arame";"7105";"25284";"3,19";"1264,25";"4723432,67";"1200"
"2101004";"Arari";"8961";"29429";"2,58";"1389,71";"3415616,57";"1200"
"2101103";"Axixá";"3338";"11758";"3,20";"1256,20";"1578129,87";"1212"
"2101202";"Bacabal";"32889";"103497";"2,53";"1638,82";"5359382,19";"1212"
"2101251";"Bacabeira";"5286";"16942";"2,54";"1303,27";"2801658,74";"1200"
"2101301";"Bacuri";"5111";"16200";"2,95";"1187,00";"2363803,16";"1200"
"2101350";"Bacurituba";"1742";"5250";"2,92";"1042,41";"735707,89";"1000"
"2101400";"Balsas";"30809";"101308";"2,66";"2637,12";"358175003,71";"1250"
"2101509";"Barão de Grajaú";"6226";"18957";"2,25";"1492,55";"2527124,71";"1212"
"2101608";"Barra do Corda";"27006";"84079";"2,40";"1666,76";"409704140,14";"1212"
"2101707";"Barreirinhas";"17968";"65457";"3,35";"1290,22";"32843504,63";"1200"
"2101731";"Belágua";"2070";"8460";"4,58";"2850,26";"5458439910,94";"710"
"2101772";"Bela Vista do Maranhão";"3492";"11736";"2,73";"1275,47";"1503905,53";"1200"
"2101806";"Benedito Leite";"1756";"5449";"2,52";"1251,32";"1525638,85";"1200"
"2101905";"Bequimão";"6703";"19499";"2,36";"1166,20";"2037644,81";"1200"
"2101939";"Bernardo do Mearim";"1799";"5829";"2,70";"1362,06";"1610921,60";"1212"
"2101970";"Boa Vista do Gurupi";"2146";"7550";"3,46";"1284,47";"9052894,19";"1184"
"2102002";"Bom Jardim";"9746";"32993";"3,02";"1227,22";"2204377,24";"1200"
"2102036";"Bom Jesus das Selvas";"8264";"28534";"3,28";"1376,93";"3732816,02";"1200"
"2102077";"Bom Lugar";"3559";"12199";"2,95";"1091,48";"908209,03";"1121"
"2102101";"Brejo";"9640";"34072";"3,18";"1143,91";"2603199,96";"900"
"2102150";"Brejo de Areia";"2545";"9200";"2,98";"1030,22";"2168190,03";"800"
"2102200";"Buriti";"8083";"29628";"4,04";"1090,72";"1370828,25";"1000"
"2102309";"Buriti Bravo";"6658";"22424";"2,88";"1198,86";"1878622,09";"1200"
"2102325";"Buriticupu";"16333";"55384";"2,84";"1425,92";"5255086,52";"1200"
"2102358";"Buritirana";"4116";"12900";"2,41";"1292,80";"1217074,51";"1212"
"2102374";"Cachoeira Grande";"2592";"9389";"3,41";"988,14";"998707,37";"700"
"2102408";"Cajapió";"3142";"10104";"2,81";"1048,72";"956825,88";"1000"
"2102507";"Cajari";"4905";"16387";"3,08";"1079,31";"1667318,91";"1000"
"2102556";"Campestre do Maranhão";"3842";"12240";"2,41";"1624,13";"9260313,80";"1212"
"2102606";"Cândido Mendes";"5677";"19908";"3,18";"1101,81";"1235298,12";"1000"
"2102705";"Cantanhede";"6014";"24266";"5,60";"1210,86";"2131964,50";"1000"
"2102754";"Capinzal do Norte";"3579";"11370";"2,53";"1353,40";"2738687,22";"1200"
"2102804";"Carolina";"7811";"23896";"2,72";"1679,25";"4462241,87";"1212"
"2102903";"Carutapera";"7065";"24229";"3,02";"1155,74";"1630815,02";"1000"
"2103000";"Caxias";"48187";"156712";"2,82";"1645,38";"27337644,63";"1212"
"2103109";"Cedral";"3203";"10185";"2,92";"1023,89";"1043487,60";"1000"
"2103125";"Central do Maranhão";"2204";"7068";"3,36";"1040,58";"2118301,62";"900"
"2103158";"Centro do Guilherme";"3271";"12285";"3,49";"1448,68";"3666610,28";"1212"
"2103174";"Centro Novo do Maranhão";"4503";"16220";"3,67";"1231,20";"4518167,85";"1000"
"2103208";"Chapadinha";"23965";"81233";"2,92";"1385,27";"4373108,75";"1212"
"2103257";"Cidelândia";"4141";"12853";"2,49";"1447,35";"2533770,22";"1212"
"2103307";"Codó";"34855";"113847";"2,94";"1392,36";"3187675,18";"1202"
"2103406";"Coelho Neto";"11916";"41635";"3,20";"1301,94";"1966159,63";"1212"
"2103505";"Colinas";"12476";"40178";"2,55";"1351,85";"5648863,90";"1200"
"2103554";"Conceição do Lago-Açu";"4105";"14898";"3,39";"1141,82";"32459580,13";"800"
"2103604";"Coroatá";"18889";"59338";"2,73";"1269,67";"2986870,70";"1200"
"2103703";"Cururupu";"10028";"31431";"3,01";"1226,66";"2690058,65";"1200"
"2103752";"Davinópolis";"4566";"14269";"2,30";"1568,37";"2937724,77";"1212"
"2103802";"Dom Pedro";"7305";"23016";"2,29";"1534,34";"5477042,92";"1200"
"2103901";"Duque Bacelar";"2748";"10218";"3,53";"1150,53";"1434676,16";"1000"
"2104008";"Esperantinópolis";"5630";"18299";"2,47";"1355,11";"2353963,74";"1212"
"2104057";"Estreito";"10763";"33268";"2,31";"1904,14";"9612295,66";"1212"
"2104073";"Feira Nova do Maranhão";"2484";"8048";"2,54";"1362,65";"3085439,19";"1200"
"2104081";"Fernando Falcão";"2650";"10773";"6,08";"1096,96";"1896702,43";"1100"
"2104099";"Formosa da Serra Negra";"5128";"17675";"2,84";"1319,95";"3552623,80";"1200"
"2104107";"Fortaleza dos Nogueiras";"3902";"12618";"2,31";"1583,98";"6355589,87";"1212"
"2104206";"Fortuna";"5136";"16971";"2,89";"1306,67";"3574752,92";"1212"
"2104305";"Godofredo Viana";"3131";"10127";"2,79";"1515,59";"9632871,13";"1200"
"2104404";"Gonçalves Dias";"5339";"17195";"2,61";"1330,33";"2747623,30";"1200"
"2104503";"Governador Archer";"2967";"10227";"3,63";"1420,86";"3781432,60";"1212"
"2104552";"Governador Edison Lobão";"5953";"18279";"2,29";"1531,03";"2074387,03";"1212"
"2104602";"Governador Eugênio Barros";"4349";"13925";"2,83";"1342,03";"2307812,81";"1212"
"2104628";"Governador Luiz Rocha";"2183";"7055";"2,46";"1371,67";"2899991,19";"1212"
"2104651";"Governador Newton Bello";"2806";"10704";"2,90";"1081,78";"739217,04";"1000"
"2104677";"Governador Nunes Freire";"6738";"22915";"3,05";"1468,64";"106527411,85";"1200"
"2104701";"Graça Aranha";"1978";"6021";"2,21";"1311,08";"2034005,03";"1212"
"2104800";"Grajaú";"21687";"73260";"2,88";"1584,55";"6587933,82";"1212"
"2104909";"Guimarães";"3516";"10277";"2,55";"1154,73";"1804196,47";"1200"
"2105005";"Humberto de Campos";"6983";"25645";"3,75";"1004,91";"1290494,99";"629"
"2105104";"Icatu";"6905";"24769";"4,00";"1012,65";"989315,64";"821.5"
"2105153";"Igarapé do Meio";"4033";"13961";"2,93";"1204,37";"1302134,95";"1200"
"2105203";"Igarapé Grande";"3220";"10226";"2,26";"1344,14";"2076953,02";"1200"
"2105302";"Imperatriz";"90436";"272340";"2,21";"2547,01";"14842805,07";"1215"
"2105351";"Itaipava do Grajaú";"3787";"13734";"2,99";"1198,09";"1896325,48";"1112"
"2105401";"Itapecuru Mirim";"18806";"60030";"2,83";"1246,64";"2235466,32";"1200"
"2105427";"Itinga do Maranhão";"7300";"22381";"2,24";"1617,08";"6984743,69";"1212"
"2105450";"Jatobá";"2280";"7458";"2,41";"1203,82";"1366604,50";"1000"
"2105476";"Jenipapo dos Vieiras";"4540";"16457";"3,74";"1217,80";"1847819,03";"1000"
"2105500";"João Lisboa";"7622";"24553";"2,36";"1541,54";"2068684,49";"1212"
"2105609";"Joselândia";"4464";"14901";"2,51";"1295,59";"3365125,95";"1200"
"2105658";"Junco do Maranhão";"1499";"5138";"3,04";"1266,83";"7432180,90";"1200"
"2105708";"Lago da Pedra";"13467";"44337";"2,54";"1432,67";"3169925,42";"1212"
"2105807";"Lago do Junco";"2869";"9501";"2,57";"1388,62";"5004800,83";"1212"
"2105906";"Lago Verde";"4306";"14765";"2,87";"1234,94";"4503224,70";"1200"
"2105922";"Lagoa do Mato";"3167";"10570";"2,42";"1067,35";"1008029,64";"1200"
"2105948";"Lago dos Rodrigues";"2800";"8745";"2,08";"1511,25";"1719544,85";"1212"
"2105963";"Lagoa Grande do Maranhão";"3366";"11405";"2,58";"1153,57";"1732995,77";"1000"
"2105989";"Lajeado Novo";"2342";"7057";"2,19";"1362,68";"4861487,73";"1200"
"2106003";"Lima Campos";"3650";"11269";"2,33";"1421,86";"4113905,31";"1212"
"2106102";"Loreto";"3203";"11596";"3,31";"1572,11";"3871695,64";"1212"
"2106201";"Luís Domingues";"2113";"7153";"3,28";"1240,61";"2530083,50";"1200"
"2106300";"Magalhães de Almeida";"4214";"13799";"2,61";"1228,08";"2322650,96";"1212"
"2106326";"Maracaçumé";"5998";"21127";"3,20";"1220,89";"2326313,60";"1200"
"2106359";"Marajá do Sena";"1916";"7016";"2,89";"1073,98";"1290776,19";"700"
"2106375";"Maranhãozinho";"3287";"13487";"7,80";"1219,20";"1728029,24";"1200"
"2106409";"Mata Roma";"4803";"17069";"3,10";"1304,50";"3853320,39";"1212"
"2106508";"Matinha";"6815";"22003";"2,34";"1086,34";"1631099,86";"1000"
"2106607";"Matões";"9357";"32104";"3,31";"1197,42";"3724950,22";"1200"
"2106631";"Matões do Norte";"3903";"17413";"5,68";"1145,99";"862956,69";"1112"
"2106672";"Milagres do Maranhão";"2363";"8786";"3,39";"997,81";"871362,60";"700"
"2106706";"Mirador";"6232";"21006";"2,83";"1150,46";"1411417,52";"1152"
"2106755";"Miranda do Norte";"6595";"23794";"3,55";"1289,22";"5080789,92";"1200"
